
Casa Madeira, London: ‘I love the Portuguese repertoire’ – restaurant review	https://www.theguardian.com/food/2021/may/23/jay-rayner-restaurant-review-casa-madeira-london-i-love-the-portuguese-repertoire	SE1 7TL	2021-05-23T05:00:21Z
Only Food and Courses, London: ‘Deserves to be taken seriously’ – restaurant review	https://www.theguardian.com/food/2021/may/16/only-food-and-courses-london-deserves-to-be-taken-seriously-restaurant-review	SW9 8PQ	2021-05-16T05:00:46Z
Mr Ji: ‘Bright lights and sparkly thrills in the heart of Soho’ – restaurant review	https://www.theguardian.com/food/2021/may/09/mr-ji-bright-lights-and-sparkly-thrills-in-the-heart-of-soho-restaurant-review	W1D 4UN	2021-05-09T05:00:11Z
Bentley’s Oyster Bar & Grill, London: ‘The kind of place I daydreamed about’ – restaurant review	https://www.theguardian.com/food/2021/may/02/jay-rayner-on-restaurants-bentleys-oyster-bar-i-dreamt-about-this-in-lockdown	W1B 4DG	2021-05-02T05:00:24Z
Brat at Climpson’s Arch, London: ‘I love the rackety, freestyle vibe’: restaurant review	https://www.theguardian.com/food/2021/apr/25/jay-rayner-restaurant-review-i-love-the-freestyle-vibe-at-brat-at-climpsons-arch	E8 3SB	2021-04-25T05:00:08Z
Cookbooks are great, pastry is easy…	https://www.theguardian.com/food/2021/apr/18/jay-rayner-on-restaurants-what-i-learnt-in-my-year-of-lockdown-stuck-at-home	2021-04-18T05:00:55Z
The old scrapbook recipe collections that tell the story of our lives	https://www.theguardian.com/food/2021/apr/11/the-old-scrapbook-collections-that-tell-the-story-of-our-lives-recipes	2021-04-11T05:00:27Z
Cook dinner with Robert Carrier and you’ll need butter, cream, wine and quite a lot of cognac	https://www.theguardian.com/food/2021/apr/04/jay-rayner-on-great-dishes-of-the-world-a-fabulous-cook-book-by-robert-carrier	2021-04-04T05:00:59Z
Nigella Lawson’s How To Eat is a feast of favourite recipes and high camp	https://www.theguardian.com/food/2021/mar/28/jay-rayner-how-to-eat-by-nigella-lawson-is-a-feast-of-favourite-recipes-and-high-camp	2021-03-28T05:00:33Z
Madhur Jaffrey’s Indian Cookery was a guide to another world	https://www.theguardian.com/food/2021/mar/21/jay-rayner-on-madhur-jaffreys-indian-cookery-cookbook-a-guide-to-another-world	2021-03-21T06:00:48Z
Cooking recipes from Real Fast Food is like having Nigel Slater by your side	https://www.theguardian.com/food/2021/mar/14/cooking-with-real-fast-food-is-like-having-nigel-slater-by-your-side-says-jay-rayner	2021-03-14T06:00:24Z
How Marco Pierre White’s White Heat launched a culinary revolution	https://www.theguardian.com/food/2021/mar/07/how-marco-pierre-whites-white-heat-launched-a-culinary-revolution	2021-03-07T06:00:56Z
Fergus Henderson’s ‘whole animal’ recipes inspired chefs on both sides of the Atlantic	https://www.theguardian.com/food/2021/feb/28/jay-rayner-on-restaurants-fergus-hendersons-inspirational-whole-animal-eating	2021-02-28T06:00:07Z
How Ottolenghi’s bright colours and vivid tastes changed the way we eat	https://www.theguardian.com/food/2021/feb/21/how-ottolenghis-bright-colours-and-vivid-tastes-changed-the-way-we-eat	2021-02-21T06:00:55Z
How we all fell for Simon Hopkinson's lovely tale of roast chicken	https://www.theguardian.com/food/2021/feb/14/jay-rayner-cooks-recipes-from-roast-chicken-and-other-stories-by-simon-hopkinson	2021-02-14T06:00:35Z
The vivid flavours of Sichuan, with Fuchsia Dunlop as our guide	https://www.theguardian.com/food/2021/feb/07/jay-rayner-on-the-food-of-sichuan-a-classic-guide-by-fuchsia-dunlop	2021-02-07T06:00:04Z
A taste of home: Claudia Roden’s majestic Book of Jewish Food	https://www.theguardian.com/food/2021/jan/31/a-taste-of-home-claudia-roden-majestic-book-ofn-jewish-food	2021-01-31T06:00:30Z
‘An instinct to feed’ – New British Classics by Gary Rhodes	https://www.theguardian.com/food/2021/jan/24/jay-rayner-book-review-cookbook-new-british-classics-gary-rhodes	2021-01-24T06:00:38Z
‘It tastes of somewhere else’ – two meal kit reviews | Jay Rayner	https://www.theguardian.com/food/2021/jan/17/jay-rayner-meal-kit-review-berenjak-pizarro-covid-lockdown-kebab-patatas-bravas-paella-chorizo	2021-01-17T06:00:09Z
The Garden at Corinthia, London: ‘The food is good, the pricing brutal’ – restaurant review	https://www.theguardian.com/food/2021/jan/10/the-garden-at-corinthia-london-the-food-is-good-the-pricing-brutal-restaurant-review	SW1A 2BD	2021-01-10T06:00:43Z
Eating out is one of the bright sparks to look forward to this year	https://www.theguardian.com/food/2021/jan/03/eating-out-is-one-of-the-bright-sparks-to-look-forward-to-this-year	2021-01-03T06:00:07Z
A year of dining out (and in)	https://www.theguardian.com/food/2020/dec/27/jay-rayner-a-year-of-dining-out-and-in	2020-12-27T06:00:38Z
Heddon Yokocho: ‘A deeper dive into ramen culture’ – restaurant review	https://www.theguardian.com/food/2020/dec/20/jay-rayner-restaurant-review-heddon-yokocho-ramen-london	W1B 4BU	2020-12-20T06:00:11Z
Lucky & Joy, London: ‘Can’t help but make you smile’ – restaurant review	https://www.theguardian.com/food/2020/dec/13/jay-rayner-restaurant-review-lucky-and-joy-london-cant-help-but-make-you-smile	2020-12-13T06:00:04Z
Cue Point At Home: ‘I rampage through the delivery menu’ – restaurant review	https://www.theguardian.com/food/2020/dec/06/cue-point-at-home-i-rampage-through-the-delivery-menu-restaurant-review	2020-12-06T06:00:03Z
Northcote at Home: ‘Am I a fan? Yes’ – restaurant review	https://www.theguardian.com/food/2020/nov/29/jay-rayner-northcote-at-home-am-i-a-fan-yes-restaurant-review	2020-11-29T06:00:20Z
The Tramshed Project, London: ‘It's so now’: restaurant review	https://www.theguardian.com/food/2020/nov/22/jay-rayner-restaurant-review-tramshed-project-london-it-is-so-now	EC2A 3LX	2020-11-22T06:00:15Z
Chishuru, London: ‘Show it some love’ – restaurant review	https://www.theguardian.com/food/2020/nov/15/jay-rayner-restaurant-review-chisury-brixton-show-this-new-west-african-some-love	SW9 8LB	2020-11-15T06:00:27Z
The Elder, Bath: ‘A brilliant beam of sunshine’ – restaurant review	https://www.theguardian.com/food/2020/nov/08/jay-rayner-restaurant-review-the-elder-in-bath-a-brilliant-ray-of-sunshine	BA2 4AB	2020-11-08T06:00:32Z
Townsend, London: ‘A place to keep the world at bay’ – restaurant review	https://www.theguardian.com/food/2020/nov/01/jay-rayner-restaurants-townsend-in-whitechapel-will-take-your-mind-off-things	E1 7QX	2020-11-01T06:00:12Z
Land, Birmingham: ‘Vegan cookery to file under thrilling’ – restaurant review	https://www.theguardian.com/food/2020/oct/25/jay-rayner-restaurant-review-land-in-birmingham-serves-thrilling-vegan-food	B2 5HU	2020-10-25T06:00:01Z
JAE at Untitled, London: ‘Punchy Korean cooking’ – restaurant review	https://www.theguardian.com/food/2020/oct/18/jay-rayner-restaurant-review-jae-at-untitled-london-seriously-punchy-korean-cooking	E8 4AH	2020-10-18T05:00:42Z
The Windmill, London: ‘You’ll be rewarded with terrific pie’ – restaurant review	https://www.theguardian.com/food/2020/oct/11/the-windmill-london-you-will-be-rewarded-with-terrific-pie-restaurant-review	W1S 2AZ	2020-10-11T05:00:05Z
Daffodil Mulligan, London: ‘A certain optimism’ – restaurant review	https://www.theguardian.com/food/2020/oct/04/jay-rayner-restaurant-review-daffodil-mulligan-london-a-certain-optimism	EC1Y 2BJ	2020-10-04T05:00:43Z
Wen’s, Leeds: ‘Dumplings in gossamer skins’ – restaurant review	https://www.theguardian.com/food/2020/sep/27/jay-rayner-restaurant-review-dumplings-in-gossamer-skins	LS2 7PN	2020-09-27T05:00:36Z
Lyon’s Seafood and Wine Bar, London: ‘An intriguing thing’ – restaurant review	https://www.theguardian.com/food/2020/sep/20/jay-rayner-restaurant-review-lyons-seafood-and-wine-bar-london-an-intriguing-thing	N8 8TE	2020-09-20T05:00:37Z
Delhi House Cafe, Manchester: ‘There is a lot to enjoy here’ – restaurant review	https://www.theguardian.com/food/2020/sep/13/jay-rayner-restaurant-review-delhi-house-cafe-manchester-there-is-a-lot-to-enjoy	M4 3TR	2020-09-13T05:00:52Z
Smokestak, London: ‘one glorious, considered pose’ – restaurant review	https://www.theguardian.com/food/2020/sep/06/jay-rayner-restaurant-review-smokestak-london-one-glorious-considered-pose	E1 6LB	2020-09-06T05:00:15Z
The Royal, St Leonards: ‘Extremely encouraging’ – restaurant review	https://www.theguardian.com/food/2020/aug/30/jay-rayner-the-royal-st-leonards-extremely-encouraging-restaurant-review	TN37 6HP	2020-08-30T05:00:29Z
Lahpet, London: ‘Dishes that demand your attention’ – restaurant review	https://www.theguardian.com/food/2020/aug/23/jay-rayner-restaurant-review-lahpet-london-visit-for-superb-burmese-food	E1 6JW	2020-08-23T05:00:48Z
Turnips, London: ‘A clever response to challenging times’ – restaurant review	https://www.theguardian.com/food/2020/aug/16/turnips-london-a-clever-response-to-challenging-times-restaurant-review	SE1 9AH	2020-08-16T05:00:03Z
Kolamba, London: ‘a lovely dinner in a calming space’ – restaurant review	https://www.theguardian.com/food/2020/aug/09/jay-rayner-restaurant-review-kolamba-london-a-lovely-dinner-in-a-calming-space	W1B 5QA	2020-08-09T05:00:28Z
Street Urchin, Manchester: ‘A place where good things happen’ – restaurant review	https://www.theguardian.com/food/2020/aug/02/street-urchin-manchester-a-place-where-good-things-happen-restaurant-review	M4 5BG	2020-08-02T05:00:03Z
Waterside Bistro, Shipley: ‘a much missed old friend’ – restaurant review	https://www.theguardian.com/food/2020/jul/26/waterside-bistro-shipley-a-much-missed-old-friend-jay-rayner-restaurant-review	BD17 7DW	2020-07-26T05:00:15Z
At last, going out for lunch, in a French place really worth the wait	https://www.theguardian.com/food/2020/jul/19/at-last-going-out-for-lunch-at-picque-nique-a-french-place-really-worth-the-wait	SE1 3LD	2020-07-19T05:00:41Z
A high street bistro that really delivers…	https://www.theguardian.com/food/2020/jul/12/jay-rayner-restaurants-cote-deliveries-are-very-good-indeed-when-they-arrive	2020-07-12T05:00:06Z
Dinner at home was a triumph, but Jay’s kitchen was wrecked	https://www.theguardian.com/food/2020/jul/05/dinner-at-home-was-a-complete-triumph-but-jay-rayners-kitchen-was-wrecked	2020-07-05T05:00:33Z
The meal kits from restaurants you can plate up at home	https://www.theguardian.com/food/2020/jun/28/the-meal-kits-from-restaurants-you-can-plate-up-at-home-jay-rayner	2020-06-28T05:00:23Z
'Mood. Buzz. Atmosphere… It’s the one thing most likely to bring us all back'	https://www.theguardian.com/food/2020/jun/21/the-food-is-one-thing-but-what-jay-really-misses-during-lockdown-is-the-buzz	2020-06-21T05:00:08Z
With time on his hands our restaurant critic turns chef	https://www.theguardian.com/food/2020/jun/14/with-time-on-his-hands-and-a-yen-for-souffle-our-restaurant-critic-turns-chef	2020-06-14T05:00:37Z
When it comes to eating outside, it’s all about the vibe | Jay Rayner	https://www.theguardian.com/food/2020/jun/07/jay-rayner-restaurants-outdoor-dining-alfresco-summer-social-distance	2020-06-07T05:00:42Z
The best hotel restaurants make you feel as if you aren’t  in a hotel	https://www.theguardian.com/food/2020/may/31/the-best-hotel-restaurants-make-you-feel-as-if-you-are-not-in-a-hotel-at-all	2020-05-31T05:00:04Z
With restaurants still shut, it's time to order a takeaway	https://www.theguardian.com/food/2020/may/24/its-time-for-a-takeaway-and-there-is-a-dazzling-array-of-offerings-available	2020-05-24T05:00:14Z
Daydreaming of your first meal out after lockdown?	https://www.theguardian.com/food/2020/may/17/daydreaming-of-your-first-meal-out-after-lockdown-it-is-going-to-be-french	2020-05-17T05:00:51Z
What does it take to get really great service in restaurants?	https://www.theguardian.com/food/2020/may/10/what-does-it-take-to-get-really-great-service-in-restaurants-dont-be-a-schmuck	2020-05-10T05:00:16Z
My favourite restaurants: a trip down Memory Lane	https://www.theguardian.com/food/2020/may/03/jay-rayner-my-favourite-restaurants-a-trip-down-memory-lane	2020-05-03T05:00:44Z
Chain reaction: the ups and downs of Britain’s high street stalwarts | Jay Rayner	https://www.theguardian.com/food/2020/apr/26/chain-reaction-the-ups-and-downs-of-britains-high-street-stalwarts	2020-04-26T05:00:06Z
Enduring love: 30 years of the great British gastropub | Jay Rayner	https://www.theguardian.com/food/2020/apr/19/enduring-love-30-years-of-the-great-british-gastropub	2020-04-19T05:00:29Z
What makes a restaurant a classic?	https://www.theguardian.com/food/2020/apr/12/what-makes-a-restaurant-a-classic	2020-04-12T05:00:34Z
Flying Frenchman La Canteen, London: 'Order his food if you live nearby' – restaurant review	https://www.theguardian.com/food/2020/apr/05/flying-frenchman-la-canteen-london-order-his-food-if-you-live-nearby-restaurant-review	N16 9PS	2020-04-05T05:00:19Z
Haenyeo, Brooklyn: ‘An evolved take on the Korean repertoire’ | Jay Rayner	https://www.theguardian.com/food/2020/mar/29/jay-rayner-restaurant-review-haenyeo-brooklyn-jenny-kwak-union-street-cafe-red-rooster	2020-03-29T05:00:45Z
Farmyard, Norwich: ‘For the most part, it works’ – restaurant review	https://www.theguardian.com/food/2020/mar/22/farmyard-norwich-for-the-most-part-it-works-restaurant-review	NR2 4PF	2020-03-22T06:00:01Z
Bastible, Dublin | Jay Rayner	https://www.theguardian.com/food/2020/mar/15/jay-rayner-restaurant-review-dublin-bastible-clever-detailed-and-importantly-tastes-nice	2020-03-15T06:00:50Z
Your Mum’s Kitchen, London: ‘Sweet and beguiling’ – restaurant review	https://www.theguardian.com/food/2020/mar/08/your-mums-kitchen-london-sweet-beguiling-korean-home-cooking-restaurant-review	NW6 3HX	2020-03-08T05:59:26Z
Davies and Brook, London: 'Some show-stopping dishes’ – restaurant review	https://www.theguardian.com/food/2020/mar/01/davies-and-brook-london-some-show-stopping-dishes-restaurant-review	W1K 4HR	2020-03-01T05:59:06Z
Four Seasons, London: 'An act of solidarity that also gets me roast duck’ – restaurant review | Jay Rayner	https://www.theguardian.com/food/2020/feb/23/four-seasons-london-an-act-of-solidarity-that-also-gets-me-roast-duck	W1D 5PR	2020-02-23T06:00:44Z
The Gallivant, Camber: ‘Unfussy and extremely satisfying cooking’ – restaurant review | Jay Rayner	https://www.theguardian.com/food/2020/feb/16/the-gallivant-camber-unfussy-and-extremely-satisfying-food-restaurant-review-jay-rayner	TN31 7RB	2020-02-16T06:00:22Z
Seabird, London: ‘We eat nice things, but want never to return’ | Jay Rayner	https://www.theguardian.com/food/2020/feb/09/jay-rayner-restaurant-review-london-seabird-seafood-southwark-hoxton-hotel	2020-02-09T06:00:03Z
The Yard, London: ‘unappealing, overpriced’ – restaurant review	https://www.theguardian.com/food/2020/feb/02/the-yard-by-robin-gill-london-unappealing-ill-conceived-overpriced-restaurant-review	SW1A 2HN	2020-02-02T06:00:36Z
Shibden Mill Inn, near Halifax: ‘Brave enough to be more than just another food pub’ – restaurant review	https://www.theguardian.com/food/2020/jan/26/shibden-mill-inn-halifax-more-than-another-food-pub-jay-rayner	2020-01-26T06:00:16Z
Merienda, Edinburgh: ‘Good in parts’ – restaurant review	https://www.theguardian.com/food/2020/jan/19/mereienda-edinburgh-good-in-parts-restaurant-review	EH3 6TP	2020-01-19T06:00:51Z
Bistro 46, Newcastle: ‘A small restaurant with heart’ – review | Jay Rayner	https://www.theguardian.com/food/2020/jan/12/bistro-46-newcastle-a-small-restaurant-with-heart-game	NE2 3DH	2020-01-12T06:00:27Z
The Lookout, Edinburgh: ‘High altitude dining – and prices – but worth it’ | Jay Rayner	https://www.theguardian.com/food/2020/jan/05/the-lookout-edinburgh-high-altitude-dining-and-prices-but-worth-it-jay-rayner	EH7 5AA	2020-01-05T06:00:53Z
Bubala, London: ‘Exuberantly vegetarian’ – restaurant review	https://www.theguardian.com/food/2019/dec/29/bubala-london-exuberantly-vegetarian-restaurant-review	E1 6BD	2019-12-29T06:00:30Z
Persian Cottage, Middlesbrough | Jay Rayner	https://www.theguardian.com/food/2019/dec/22/jay-rayner-persian-cottage-middlesbrough-rice-kebab-grill-lamb-charcoal-aubergine-hummus	TS5 6JQ	2019-12-22T06:00:08Z
'It's a focus for the community': Stormzy takes Jay Rayner to his favourite cafe	https://www.theguardian.com/food/2019/dec/14/bluejay-cafe-london-norwood-stormzy-jerk-chicken-curry-goat-oxtail-caribbean-food	SE25 4PP	2019-12-14T16:00:27Z
The Creameries, Manchester: ‘Seriously good, thoughtful food’ – restaurant review | Jay Rayner	https://www.theguardian.com/food/2019/dec/08/the-creameries-manchester-seriously-good-thoughtful-food-restaurant-review-jay-rayner	M21 0SD	2019-12-08T06:00:32Z
The Leaping Hare, Suffolk: ‘One of the good ones’ - restaurant review	https://www.theguardian.com/food/2019/dec/01/the-leaping-hare-suffolk-it-doesnt-put-a-foot-wrong-restaurant-review	IP31 2DW	2019-12-01T06:00:02Z
Miller & Carter, Liverpool: ‘The steaks are good’ – restaurant review	https://www.theguardian.com/food/2019/nov/24/miller-and-carter-liverpool-the-steaks-are-good-restaurant-review	L3 4AF	2019-11-24T06:00:16Z
Live Seafood, Manchester: ‘A parade of the best and freshest Chinese dishes’ – restaurant review	https://www.theguardian.com/food/2019/nov/17/live-seafood-manchester-a-parade-of-the-best-and-freshest-chinese-dishes-restaurant-review	M11 3WU	2019-11-17T06:00:09Z
Norma, London: ‘A place of joy’ – restaurant review	https://www.theguardian.com/food/2019/nov/10/norma-london-a-place-of-joy-restaurant-review	W1T 2LS	2019-11-10T06:00:37Z
Mikaku, Glasgow: ‘So much more than the sum of its parts’ – restaurant review | Jay Rayner	https://www.theguardian.com/food/2019/nov/03/mikaku-glasgow-restaurant-review-so-much-more-than-the-sum-of-its-parts	G1 3EF	2019-11-03T06:00:08Z
Marmo, Bristol: ‘It just makes me happy’ – restaurant review	https://www.theguardian.com/food/2019/oct/27/marmo-bristol-it-just-makes-me-happy-restaurant-review	BS1 1RG	2019-10-27T06:00:10Z
Flor, Borough Market, London: ‘I feel like I’ve been at a tasting session’ – restaurant review	https://www.theguardian.com/food/2019/oct/20/flor-borough-market-london-i-feel-like-ive-been-at-a-tasting-session-restaurant-review	SE1 9AL	2019-10-20T06:00:52Z
Flint House, Brighton: ‘It’s about satisfying dishes’ – restaurant review	https://www.theguardian.com/food/2019/oct/13/the-flint-house-brighton-its-about-satisfying-dishes-restaurant-review	BN1 1GS	2019-10-13T05:00:46Z
Moor Hall, Lancashire: ‘Just bring us the food’ – restaurant review	https://www.theguardian.com/food/2019/oct/06/moor-hall-lancashire-guys-just-bring-us-the-food-restaurant-review	2019-10-06T05:00:10Z
The Humble Bee Café, London: ‘A meal in a very happy place’ – restaurant review	https://www.theguardian.com/food/2019/sep/29/the-humble-bee-cafe-stepney-city-farm-london-a-meal-in-a-very-happy-place-restaurant-review	E1 3DG	2019-09-29T04:59:28Z
Lagom at Hackney Church Brew Co: ‘Dishes throbbing with flavour’ – restaurant review	https://www.theguardian.com/food/2019/sep/22/lagom-at-hackney-church-brew-co-dishes-throbbing-with-flavour-restaurant-review	E8 1DU	2019-09-22T05:00:14Z
OKN1, London: ‘These students are our future’ – restaurant review	https://www.theguardian.com/food/2019/sep/15/okn1-london-these-students-are-our-future-restaurant-review	N1 6LR	2019-09-15T04:30:15Z
Wun’s Tea Room, London: ‘I need this in my life‘– restaurant review	https://www.theguardian.com/food/2019/sep/08/wuns-tea-room-and-bar-london-i-need-this-in-my-life-restaurant-review	W1D 4DZ	2019-09-08T04:59:29Z
Kala, Manchester: ‘Quietly feeds you well’ – restaurant review	https://www.theguardian.com/food/2019/sep/01/kala-manchester-quietly-feeds-you-well-restaurant-review-jay-rayner	M2 4LQ	2019-09-01T05:00:10Z
Regina Bistecca, Florence: ‘My favourite steak’ – restaurant review | Jay Rayner	https://www.theguardian.com/food/2019/aug/25/regina-bistecca-florence-jay-rayner-restaurant-review	2019-08-25T04:59:02Z
B&H Garden Room, London: ‘Sins against good taste' – restaurant review	https://www.theguardian.com/food/2019/aug/18/the-bh-garden-room-london-sins-against-good-taste-restaurant-review	WC2H 0LS	2019-08-18T04:59:03Z
Nandine, London: ‘Nourishes the soul’ – restaurant review	https://www.theguardian.com/food/2019/aug/11/nandine-london-nourishes-the-soul-restaurant-review	SE5 8TR	2019-08-11T04:59:36Z
Bob’s Lobster, London: ‘Big on flavours and huge on joy’ – restaurant review	https://www.theguardian.com/food/2019/aug/04/bobs-lobster-london-big-on-flavours-and-huge-on-joy-restaurant-review	SE1 3QX	2019-08-04T05:00:18Z
Heritage, London: Everything is high altitude at this Alpine restaurant, including the prices	https://www.theguardian.com/food/2019/jul/28/heritage-london-everything-is-high-altitude-at-this-alpine-restaurant-including-the-prices	W1D 6DF	2019-07-28T05:00:13Z
Martha’s, London: ‘Nearly very special’ – restaurant review	https://www.theguardian.com/food/2019/jul/21/marthas-london-nearly-very-special-restaurant-review	W1D 4JG	2019-07-21T05:00:55Z
Black Axe Mangal: ‘Let the food rattle your eyeballs’ | Jay Rayner	https://www.theguardian.com/food/2019/jul/14/jay-rayner-restaurant-review-black-axe-mangal-lee-tiernan-turkish-british-bone-marrow-st-john-legacy	N1 2UP	2019-07-14T05:00:40Z
Bugis Street Brasserie, London | Jay Rayner	https://www.theguardian.com/food/2019/jul/07/jay-rayner-laksa-satay-nasi-goreng-bugis-street-brasserie-review	SW7 4LH	2019-07-07T05:00:47Z
Emilia: ‘Some of London’s best Italian food’ – restaurant review	https://www.theguardian.com/food/2019/jun/30/emilia-some-of-londons-best-italian-food-restaurant-review	W1K 5ES	2019-06-30T04:59:09Z
Octopus, Guernsey: ‘Clumsy service fine seafood’ – restaurant review	https://www.theguardian.com/food/2019/jun/23/octopus-guernsey-clumsy-service-detracts-from-fine-seafood-restaurant-review	GY1 1AX	2019-06-23T04:59:32Z
Lucknow 49, London: ‘Occasionally it knocks your socks off’ – restaurant review	https://www.theguardian.com/food/2019/jun/16/lucknow-49-london-occasionally-knocks-your-socks-off-restaurant-review	W1S 2PQ	2019-06-16T05:00:44Z
Grazing by Mark Greenaway, Edinburgh: ‘Clever but gutsy food' – restaurant review	https://www.theguardian.com/food/2019/jun/09/grazing-by-mark-greenaway-edinburgh-clever-but-gutsy-food-restaurant-review	EH1 2AB	2019-06-09T04:59:16Z
The Soak, London: ‘Inconsistent doesn’t quite cover it’ | Jay Rayner	https://www.theguardian.com/food/2019/jun/02/jay-rayner-the-soak-grosvenor-hotel-inconsistent-doesnt-cover-it-pickle-ferment	SW1W 0RP	2019-06-02T05:00:45Z
Ashburn SW7, South Kensington: ‘A dirty stain on its postcode’ | Jay Rayner	https://www.theguardian.com/food/2019/may/26/jay-rayner-restaurant-review-ashburn-sw7	SW7 4DN	2019-05-26T05:00:08Z
Coconut Tree, Cheltenham: ‘laid-back and on point’ – restaurant review	https://www.theguardian.com/food/2019/may/19/coconut-tree-cheltenham-laid-back-and-completely-on-point-restaurant-review	GL50 4JA	2019-05-19T04:59:04Z
Jay Rayner: 'I have no time for exclusionist food fads'	https://www.theguardian.com/membership/2019/may/18/jay-rayner-i-have-no-time-for-exclusionist-food-fads	2019-05-18T07:00:27Z
Scully, Mayfair: ‘The cooking is vivid, inventive, idiosyncratic’ | Jay Rayner	https://www.theguardian.com/food/2019/may/12/jay-rayer-restaurant-review-ramael-scully-mayfair	SW1Y 4AH	2019-05-12T04:59:22Z
The Spärrows, Manchester: ‘glorious carb-fest’ – restaurant review	https://www.theguardian.com/food/2019/may/05/the-sparrows-manchester-glorious-carb-fest-restaurant-review	M3 1PJ	2019-05-05T05:00:40Z
Pasta Ripiena, Bristol: ‘hilariously messy and brilliantly done’ – restaurant review	https://www.theguardian.com/food/2019/apr/28/pasta-ripiena-bristol-hilariously-messy-and-brilliantly-done-restaurant-review	BS1 1JX	2019-04-28T05:00:12Z
Matt Healy The Foundry, Leeds: ‘Food to swear by’ – restaurant review	https://www.theguardian.com/food/2019/apr/21/matt-healy-x-the-foundry-leeds-food-to-swear-by-restaurant-review	LS11 5WH	2019-04-21T05:00:51Z
The Fishmarket, Edinburgh: ‘Seafood cookery of the first order’ – restaurant review	https://www.theguardian.com/food/2019/apr/14/the-fishmarket-edinburgh-seafood-cookery-of-the-first-order-restaurant-review	EH6 4LP	2019-04-14T04:59:39Z
Seveni Bar and Restaurant, London: ‘As boisterous inside as it looks outside’ – review | Jay Rayner	https://www.theguardian.com/food/2019/apr/07/seveni-bar-and-restaurant-as-boisterous-inside-as-it-looks-outside-review-jay-rayner	SE11 6NL	2019-04-07T05:00:18Z
EartH Kitchen, London: ‘A hugely cheering meal’ – restaurant review	https://www.theguardian.com/food/2019/mar/31/earth-kitchen-london-a-hugely-cheering-meal-restaurant-review	N16 8BH	2019-03-31T05:00:08Z
Angelina: ‘Curious and thoughtful’ – restaurant review	https://www.theguardian.com/food/2019/mar/24/angelina-london-curious-and-thoughtful-restaurant-review-jay-rayner	E8 3AH	2019-03-24T05:59:32Z
Pompette, Oxford: ‘Worth saving up for’ – restaurant review	https://www.theguardian.com/food/2019/mar/17/pompette-oxford-worth-saving-up-for-restaurant-review	OX2 7JL	2019-03-17T06:00:07Z
Passyunk Avenue: ‘A cheese whiz-smeared act of devotion’ – restaurant review | Jay Rayner	https://www.theguardian.com/food/2019/mar/10/passyunk-avenue-london-a-serious-amount-of-sandwich-for-11-pounds-restaurant-review-jay-rayner	W1T 6NE	2019-03-10T06:00:40Z
